query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,55,53.79,,,,
query 2,223,61.71333333333333,13.0,,,
query 3,42,63.32,3.0,2.03,4.11,28.94
query 4,534,65.44000000000001,2.6,2.0620000000000003,4.11,25.412
query 5,42,52.14,6.0,2.15,4.11,25.54
query 6,12,55.67,0.0,2.05,4.11,25.95
query 7,36,62.22,3.0,2.04,4.11,25.57
query 8,50,60.65,0.0,2.05,4.11,25.42
query 9,49,57.97,3.0,2.05,4.11,25.37
query 10,110,50.64,5.5,2.07,4.11,25.53
query 12,21,51.13,0.0,2.07,4.11,25.35
query 13,60,53.52,0.0,2.04,4.11,25.74
query 16,3669,45.36638888888888,1.1666666666666667,2.2672222222222222,4.110000000000002,25.431944444444447
query 17,220,69.435,0.0,2.08,4.11,25.54
query 18,1059,77.23700000000001,3.2,2.12,4.11,25.681818181818176
query 19,37,63.0,12.0,2.24,4.11,26.72
query 20,320,67.2925,2.6666666666666665,2.233333333333334,4.11,27.540000000000003
query 22, 160,35.519999999999996,0.0,2.25,4.11,25.4
