query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,44,54.41,,,,
query 2,186,59.75,,,,
query 3,42,64.99,3.0,2.03,4.11,28.27
query 4,515,65.002,4.0,2.056,4.11,25.550000000000004
query 5,34,51.01,5.0,2.12,4.11,25.75
query 6,12,51.13,0.0,2.07,4.11,25.49
query 7,29,49.12,3.0,2.06,4.11,25.6
query 8,49,50.13,0.0,2.07,4.11,25.43
query 9,47,49.75,3.0,2.08,4.11,25.44
query 10,109,50.52,2.0,2.07,4.11,27.42
query 12,34,47.49,0.0,2.06,4.11,25.36
query 13,53,46.35,0.0,2.06,4.11,25.37
query 16,3696,45.40861111111112,1.1944444444444444,2.274864864864865,4.110000000000002,25.45837837837838
query 17,232,73.86999999999999,0.0,2.14,4.11,25.405
query 18,1073,79.54899999999999,3.636363636363636,2.1980000000000004,4.11,25.407000000000004
query 19,37,67.08,10.0,2.28,4.11,25.43
query 20,331,64.75,2.6666666666666665,2.1333333333333333,4.11,26.465
query 22, 122,28.28,0.0,2.18,4.11,25.35
