query_id,time (ms),avg_cpu_usage,avg_gpu_usage,avg_ram_usage,avg_vram_usage,avg_power_usage
query 1,328,63.66,,,,
query 2,20230,100.0,16.0,7.18,4.14,26.23
query 3,13,43.07,16.0,5.69,4.14,26.71
query 6,82,42.82,0.0,5.68,4.14,25.8
query 7,48,43.22,0.0,5.67,4.14,25.95
query 9,100,48.36,6.0,5.66,4.14,25.7
query 13,47,44.47,0.0,5.65,4.14,25.68
query 17,201,43.86,0.0,5.62,4.14,25.67
query 24,4242,43.97,3.0,5.66,4.14,25.84
query 25,183,43.72,1.0,5.59,4.14,26.25
query 26,37,43.36,23.0,5.59,4.14,41.04
query 29,159,47.61,11.0,5.59,4.14,34.65
query 30,167,47.51,69.0,5.61,4.14,52.5
query 33,104,44.44,0.0,5.62,4.14,27.12
query 34,62,55.89,0.0,5.62,4.14,27.12
query 41,68,43.22,0.0,5.63,4.14,25.66
query 42,18,43.22,0.0,5.62,4.14,26.26
query 43,20,43.32,3.0,5.6,4.14,28.84
query 46,153,46.73,0.0,5.6,4.14,25.64
query 48,31,42.86,0.0,5.59,4.14,25.6
query 50,43,42.78,8.0,5.59,4.14,25.64
query 52,16,43.18,13.0,5.59,4.14,25.75
query 53,78,63.48,2.0,5.6,4.14,25.73
query 54,11565,100.0,17.0,6.49,4.14,27.5
query 55,14,44.08,0.0,6.09,4.14,26.67
query 56,99,45.59,0.0,5.72,4.14,25.66
query 58,132,48.61,0.0,5.73,4.14,25.85
query 59,432,47.73,18.0,5.76,4.14,27.12
query 60,116,43.43,3.0,5.77,4.14,25.66
query 61,52,42.86,2.0,5.76,4.14,25.73
query 62,20,44.58,4.0,5.75,4.14,28.74
query 63,83,45.59,0.0,5.73,4.14,25.84
query 64,268,62.97,8.0,5.71,4.14,26.43
query 65,621,68.34,30.0,5.7,4.14,35.48
query 68,77,50.75,0.0,5.65,4.14,25.64
query 71,754,81.06,6.0,5.82,4.14,25.85
query 73,35,42.86,1.0,5.7,4.14,25.66
query 78,27616,100.0,60.0,8.75,4.14,48.72
query 79,88,50.25,44.0,5.71,4.14,25.74
query 81,368,53.87,3.0,5.73,4.14,25.77
query 83,126,44.33,0.0,5.65,4.14,25.85
query 89,96,47.98,14.0,5.67,4.14,32.41
query 91,33,43.89,0.0,5.69,4.14,25.64
query 93,43,44.08,6.0,5.67,4.14,25.64
query 96,11,42.82,0.0,5.69,4.14,25.6
query 99, 24,25.75,0.0,5.66,4.14,25.63
